parcel,address,2021_land,2021_building,2021_total,2020_land,2020_building,2020_total,lat,lng
064 B002001,264 Valley St,180100.0,16200.0,196300.0,102900.0,10690.0,113590.0,43.652878,-70.278615
064 D011001,254 Valley St,130000.0,400600.0,530600.0,62100.0,208300.0,270400.0,43.652565,-70.278486
064 D012001,248 Valley St,142200.0,350500.0,492700.0,67900.0,177400.0,245300.0,43.652377,-70.278535
064 D013001,242 Valley St,142200.0,114500.0,256700.0,67900.0,63700.0,131600.0,43.652288,-70.278454
064 D014001,240 Valley St,142200.0,293000.0,435200.0,67900.0,110600.0,178500.0,43.652154,-70.278414
064 D015001,236 Valley St,134600.0,357600.0,492200.0,64400.0,134400.0,198800.0,43.651996,-70.278422
064 D016001,232 Valley St,142200.0,146000.0,288200.0,67900.0,64400.0,132300.0,43.651889,-70.278371
064 F020002,190 Valley St,431900.0,1727800.0,2159700.0,283100.0,1203300.0,1486400.0,43.650536,-70.278144
065 D002001,317 Valley St,134100.0,619700.0,753800.0,64100.0,268300.0,332400.0,43.654759,-70.279006
065 D012001,301 Valley St,127600.0,354400.0,482000.0,60800.0,167200.0,228000.0,43.65421,-70.278663
065 G003001,0 Valley St,31100.0,3600.0,34700.0,17800.0,2340.0,20140.0,43.675747,-70.200359
065 H009001,261 Valley St,267600.0,14200.0,281800.0,152900.0,9400.0,162300.0,43.653007,-70.278212
069 C003001,112 Vaughan St,397500.0,1905400.0,2302900.0,295500.0,681200.0,976700.0,43.648111,-70.273604
069 C005001,108 Vaughan St,432800.0,1576700.0,2009500.0,327400.0,537600.0,865000.0,43.647967,-70.273545
069 C008100,100 Vaughan St,260700.0,1042800.0,1303500.0,174200.0,696800.0,871000.0,43.647531,-70.27359
069 C008102,100 Vaughan St,254940.0,1019760.0,1274700.0,170200.0,680800.0,851000.0,43.647531,-70.27359
069 C010001,90 Vaughan St,436900.0,2349800.0,2786700.0,330700.0,773300.0,1104000.0,43.647312,-70.27376
069 D002001,150 Vaughan St,458000.0,2100700.0,2558700.0,348300.0,688600.0,1036900.0,43.649288,-70.273556
069 D006001,138 Vaughan St,386700.0,1225600.0,1612300.0,276200.0,513900.0,790100.0,43.648881,-70.273587
069 D007001,134 Vaughan St,412000.0,1566400.0,1978400.0,310000.0,558400.0,868400.0,43.648675,-70.273592
083A R008001,91 Valley Ave,100000.0,171900.0,271900.0,159300.0,84700.0,244000.0,43.675764,-70.200052
083A R009001,103 Valley Ave,164800.0,230400.0,395200.0,207600.0,117000.0,324600.0,43.67606,-70.199824
083A R013001,127 Valley Ave,82800.0,188600.0,271400.0,125500.0,84800.0,210300.0,43.677086,-70.199057
083A R014001,133 Valley Ave,82800.0,287000.0,369800.0,125500.0,173600.0,299100.0,43.67735,-70.198783
083A S001001,108 Valley Ave,116500.0,245900.0,362400.0,171600.0,117700.0,289300.0,43.67639,-70.200141
083A S003001,128 Valley Ave,93600.0,241800.0,335400.0,113200.0,124700.0,237900.0,43.677319,-70.199576
083A S006001,134 Valley Ave,92600.0,345100.0,437700.0,112500.0,122700.0,235200.0,43.677596,-70.199638
085 C001001,55 Veteran St,131100.0,146200.0,277300.0,188300.0,58400.0,246700.0,43.655595,-70.192943
085 C014001,49 Veteran St,116100.0,92300.0,208400.0,161100.0,30600.0,191700.0,43.65538,-70.192765
085 E001001,35 Veteran St,127700.0,253800.0,381500.0,220500.0,121800.0,342300.0,43.654871,-70.192383
085 F007001,10 Veteran St,137300.0,342400.0,479700.0,207000.0,142700.0,349700.0,43.653814,-70.192657
085 F008001,4 Veteran St,174600.0,200400.0,375000.0,221900.0,136900.0,358800.0,43.653644,-70.19265
085 F036001,3 Veteran St,167300.0,190400.0,357700.0,195700.0,63300.0,259000.0,43.653708,-70.192087
085 F037001,7 Veteran St,132300.0,186000.0,318300.0,194300.0,69400.0,263700.0,43.653794,-70.19222
085 F038001,13 Veteran St,166700.0,187900.0,354600.0,206900.0,54800.0,261700.0,43.65402,-70.19236
128 C013001,64 Vannah Ave,143400.0,265300.0,408700.0,95200.0,112000.0,207200.0,43.671696,-70.28151
128 C014001,72 Vannah Ave,143400.0,338600.0,482000.0,95200.0,134900.0,230100.0,43.671666,-70.281277
128 C015001,76 Vannah Ave,143400.0,315400.0,458800.0,95200.0,131000.0,226200.0,43.671635,-70.281059
128 C016001,80 Vannah Ave,143400.0,295600.0,439000.0,95200.0,139700.0,234900.0,43.671621,-70.280829
128 C017001,86 Vannah Ave,143400.0,323600.0,467000.0,95200.0,148900.0,244100.0,43.671589,-70.280608
128 C018001,90 Vannah Ave,143400.0,270700.0,414100.0,95200.0,87200.0,182400.0,43.671564,-70.280387
128 C019001,96 Vannah Ave,143400.0,236600.0,380000.0,95200.0,84100.0,179300.0,43.671549,-70.280162
128 C020001,100 Vannah Ave,143400.0,252900.0,396300.0,95200.0,100700.0,195900.0,43.671528,-70.27994
128 C021001,104 Vannah Ave,149400.0,321200.0,470600.0,112800.0,145500.0,258300.0,43.671493,-70.279725
128 C023001,110 Vannah Ave,149400.0,282500.0,431900.0,112800.0,105000.0,217800.0,43.671452,-70.279413
128 D002001,144 Vannah Ave,365500.0,563900.0,929400.0,300000.0,168800.0,468800.0,43.671455,-70.278054
128 E005001,113 Vannah Ave,168300.0,608500.0,776800.0,238700.0,269900.0,508600.0,43.671066,-70.279412
128 E006001,83 Vannah Ave,146200.0,317400.0,463600.0,103600.0,118300.0,221900.0,43.671248,-70.280798
128 E007001,89 Vannah Ave,148400.0,291800.0,440200.0,110300.0,113100.0,223400.0,43.671215,-70.280522
128 E009001,77 Vannah Ave,169100.0,424700.0,593800.0,133400.0,170600.0,304000.0,43.671282,-70.281152
128 E013001,93 Vannah Ave,196500.0,257400.0,453900.0,117300.0,75000.0,192300.0,43.67119,-70.28025
128 E014001,99 Vannah Ave,158600.0,317600.0,476200.0,122400.0,117600.0,240000.0,43.671157,-70.280008
128 E015001,101 Vannah Ave,165300.0,310800.0,476100.0,129500.0,123300.0,252800.0,43.6711,-70.279752
129 E013001,29 Vannah Ave,268500.0,575800.0,844300.0,191800.0,125600.0,317400.0,43.671542,-70.283297
129 E020001,43 Vannah Ave,150300.0,243200.0,393500.0,113800.0,56900.0,170700.0,43.671483,-70.282657
129 E024001,55 Vannah Ave,149200.0,239800.0,389000.0,112600.0,82100.0,194700.0,43.671423,-70.282074
129 E030001,47 Vannah Ave,158300.0,277600.0,435900.0,122100.0,105900.0,228000.0,43.671449,-70.282421
129 E037001,63 Vannah Ave,150100.0,266900.0,417000.0,113500.0,113400.0,226900.0,43.671344,-70.281659
129 F004001,10 Vannah Ave,258900.0,560500.0,819400.0,147900.0,359000.0,506900.0,43.671893,-70.283826
129 F009001,22 Vannah Ave,60800.0,11900.0,72700.0,34700.0,7810.0,42510.0,43.671926,-70.283487
129 F011001,28 Vannah Ave,173600.0,86600.0,260200.0,89300.0,82300.0,171600.0,43.671904,-70.283275
129 F013001,34 Vannah Ave,173600.0,374100.0,547700.0,99200.0,205900.0,305100.0,43.671863,-70.283029
129 F017001,44 Vannah Ave,143400.0,224200.0,367600.0,95200.0,100000.0,195200.0,43.671813,-70.282581
129 F019001,48 Vannah Ave,143400.0,261100.0,404500.0,95200.0,90100.0,185300.0,43.671793,-70.282373
129 F021001,54 Vannah Ave,143400.0,258900.0,402300.0,95200.0,96100.0,191300.0,43.671765,-70.282136
129 F023001,58 Vannah Ave,143400.0,266900.0,410300.0,95200.0,114400.0,209600.0,43.671742,-70.281914
159 D025001,18 Victor Rd,71800.0,309500.0,381300.0,72200.0,354000.0,426200.0,43.684189,-70.271886
159 D026001,24 Victor Rd,66600.0,237700.0,304300.0,66600.0,104100.0,170700.0,43.684391,-70.272125
159 D027001,28 Victor Rd,66600.0,265000.0,331600.0,66600.0,118600.0,185200.0,43.684428,-70.272297
159 D028001,32 Victor Rd,73100.0,320500.0,393600.0,75200.0,173600.0,248800.0,43.684539,-70.272588
162 B020001,89 Vera St,71900.0,253000.0,324900.0,72400.0,99000.0,171400.0,43.686238,-70.273225
162 B021001,83 Vera St,70400.0,246600.0,317000.0,70400.0,98500.0,168900.0,43.686411,-70.273113
162 B022001,79 Vera St,72100.0,263100.0,335200.0,72900.0,131400.0,204300.0,43.686534,-70.272903
162 B023001,75 Vera St,73700.0,391100.0,464800.0,76800.0,132700.0,209500.0,43.686689,-70.272683
162 B024001,71 Vera St,66500.0,226400.0,292900.0,66500.0,122000.0,188500.0,43.686603,-70.27234
162 B025001,63 Vera St,68100.0,231100.0,299200.0,68100.0,111200.0,179300.0,43.68648,-70.272107
162 B026001,57 Vera St,68200.0,229700.0,297900.0,68200.0,139100.0,207300.0,43.68638,-70.271874
162 B027001,51 Vera St,68400.0,213000.0,281400.0,68400.0,94700.0,163100.0,43.68622,-70.271612
162 B029001,45 Vera St,65600.0,306500.0,372100.0,65600.0,135000.0,200600.0,43.686118,-70.271411
162 B030001,43 Vera St,73700.0,188500.0,262200.0,76700.0,93100.0,169800.0,43.685981,-70.271235
162 B031001,37 Vera St,71600.0,245400.0,317000.0,71700.0,84800.0,156500.0,43.68567,-70.271247
162 B032001,31 Vera St,71800.0,287300.0,359100.0,72300.0,122300.0,194600.0,43.685519,-70.271436
162 H001001,82 Vera St,64200.0,210300.0,274500.0,64200.0,88000.0,152200.0,43.686262,-70.272626
162 H002001,64 Vera St,68000.0,292400.0,360400.0,68000.0,109900.0,177900.0,43.686189,-70.272403
162 H003001,58 Vera St,68000.0,209700.0,277700.0,68000.0,95500.0,163500.0,43.686084,-70.272201
162 H005001,52 Vera St,68000.0,238800.0,306800.0,68000.0,101400.0,169400.0,43.685936,-70.271916
162 H006001,36 Vera St,64200.0,237600.0,301800.0,64200.0,88200.0,152400.0,43.685811,-70.271706
162 H007001,26 Vera St,64200.0,225600.0,289800.0,64200.0,103500.0,167700.0,43.685594,-70.271928
162 H012001,88 Vera St,64200.0,296800.0,361000.0,64200.0,124700.0,188900.0,43.686066,-70.272825
162 I001001,83 Victor Rd,64200.0,212100.0,276300.0,64200.0,92900.0,157100.0,43.685728,-70.273163
162 I007001,6 Vera St,64200.0,217500.0,281700.0,64200.0,101800.0,166000.0,43.685028,-70.272482
162 I008001,45 Victor Rd,64500.0,286100.0,350600.0,64500.0,98000.0,162500.0,43.685092,-70.272661
162 I009001,51 Victor Rd,64500.0,174600.0,239100.0,64500.0,80600.0,145100.0,43.685191,-70.272854
162 I010001,55 Victor Rd,64500.0,196200.0,260700.0,64500.0,86600.0,151100.0,43.685276,-70.273044
162 I011001,59 Victor Rd,64500.0,204000.0,268500.0,64500.0,80200.0,144700.0,43.685364,-70.273238
162 I012001,77 Victor Rd,64200.0,197100.0,261300.0,64200.0,87700.0,151900.0,43.685502,-70.273394
162 J001001,84 Victor Rd,76100.0,276200.0,352300.0,30100.0,121200.0,151300.0,43.685986,-70.273674
162 J002001,78 Victor Rd,74500.0,258000.0,332500.0,78500.0,98200.0,176700.0,43.68576,-70.273674
162 J004001,66 Victor Rd,70900.0,231800.0,302700.0,70900.0,96100.0,167000.0,43.685259,-70.273769
162 J005001,60 Victor Rd,66600.0,237300.0,303900.0,66600.0,79600.0,146200.0,43.685144,-70.273556
162 J006001,58 Victor Rd,66600.0,276600.0,343200.0,66600.0,128500.0,195100.0,43.685038,-70.27338
162 J007001,52 Victor Rd,66600.0,168400.0,235000.0,66600.0,93600.0,160200.0,43.684937,-70.273192
162 J008001,48 Victor Rd,66600.0,189200.0,255800.0,66600.0,79600.0,146200.0,43.684853,-70.27301
285 C011001,33 Violette Hill,88300.0,275100.0,363400.0,67400.0,120700.0,188100.0,43.673487,-70.310217
285 C012001,44 Violette Hill,90300.0,315200.0,405500.0,67600.0,143300.0,210900.0,43.673902,-70.310322
285 C018001,49 Violette Hill,87800.0,262700.0,350500.0,66400.0,114400.0,180800.0,43.674107,-70.310109
285 C019001,45 Violette Hill,86500.0,255500.0,342000.0,64400.0,122900.0,187300.0,43.673908,-70.309681
285 C020001,41 Violette Hill,83800.0,296200.0,380000.0,60800.0,127500.0,188300.0,43.673647,-70.309897
285 E003001,11 Violette Ave,84300.0,345300.0,429600.0,58200.0,135800.0,194000.0,43.674046,-70.311107
285 E005001,0 Violette Ave,6700.0,200.0,6900.0,4900.0,200.0,5100.0,43.673788,-70.310955
299 D028001,5 Verrill St,63100.0,206300.0,269400.0,63100.0,92700.0,155800.0,43.694909,-70.308859
299 D031001,19 Verrill St,63400.0,257700.0,321100.0,63400.0,142400.0,205800.0,43.694494,-70.309114
299 D034001,27 Verrill St,62300.0,243500.0,305800.0,62300.0,122100.0,184400.0,43.694253,-70.309313
299 D037001,31 Verrill St,61800.0,273000.0,334800.0,61800.0,157800.0,219600.0,43.694112,-70.309416
299 D043001,45 Verrill St,63000.0,225900.0,288900.0,63000.0,98600.0,161600.0,43.69364,-70.309778
299 E020001,32 Verrill St,61600.0,261800.0,323400.0,61600.0,122200.0,183800.0,43.693955,-70.308959
299 E023001,38 Verrill St,61900.0,204700.0,266600.0,61900.0,91800.0,153700.0,43.693801,-70.309092
299 E026001,44 Verrill St,62100.0,280400.0,342500.0,62100.0,163700.0,225800.0,43.693542,-70.309304
299A A002001,111 Verrill St,64900.0,256900.0,321800.0,64900.0,116900.0,181800.0,43.691777,-70.311307
299A A005001,103 Verrill St,66300.0,223300.0,289600.0,66300.0,102900.0,169200.0,43.691878,-70.311086
299A A008001,97 Verrill St,66500.0,367400.0,433900.0,66500.0,156300.0,222800.0,43.692195,-70.310956
299A A011001,89 Verrill St,66100.0,219600.0,285700.0,66100.0,93500.0,159600.0,43.692382,-70.310712
299A A014001,83 Verrill St,65700.0,240800.0,306500.0,65700.0,106000.0,171700.0,43.6926,-70.310562
299A A017001,75 Verrill St,65300.0,276700.0,342000.0,65300.0,142300.0,207600.0,43.69275,-70.310441
299A A020001,67 Verrill St,64700.0,292700.0,357400.0,64700.0,140900.0,205600.0,43.692995,-70.310279
299A A023001,61 Verrill St,64200.0,250500.0,314700.0,64200.0,114800.0,179000.0,43.693249,-70.310067
299A A026001,53 Verrill St,63600.0,285400.0,349000.0,63600.0,123500.0,187100.0,43.693382,-70.309933
300 B014001,52 Verrill St,62400.0,257500.0,319900.0,62400.0,113800.0,176200.0,43.693311,-70.309454
300 B017001,60 Verrill St,62600.0,289000.0,351600.0,62600.0,147700.0,210300.0,43.693061,-70.309635
300 B020001,66 Verrill St,62800.0,279700.0,342500.0,62800.0,149600.0,212400.0,43.692865,-70.309792
300 B023001,74 Verrill St,63100.0,245500.0,308600.0,63100.0,113500.0,176600.0,43.692639,-70.309948
300 B026001,80 Verrill St,63300.0,281300.0,344600.0,63300.0,128600.0,191900.0,43.692502,-70.310063
300 B029001,88 Verrill St,63600.0,329000.0,392600.0,63600.0,178000.0,241600.0,43.692207,-70.310311
300 B032001,96 Verrill St,63800.0,273800.0,337600.0,63800.0,137500.0,201300.0,43.69198,-70.310443
301 B001001,102 Verrill St,64100.0,367300.0,431400.0,64100.0,218000.0,282100.0,43.691878,-70.310532
325 B011001,6 View St,75000.0,275800.0,350800.0,75000.0,113700.0,188700.0,43.703738,-70.321062
399 A002001,265 Virginia St,6700.0,16200.0,22900.0,7100.0,14000.0,21100.0,43.706241,-70.280382
399 A021001,257 Virginia St,67100.0,371100.0,438200.0,67100.0,151800.0,218900.0,43.705903,-70.280291
399 A022001,251 Virginia St,67100.0,247900.0,315000.0,67100.0,106600.0,173700.0,43.705742,-70.280127
399 C001001,241 Virginia St,66300.0,295400.0,361700.0,66300.0,126200.0,192500.0,43.705436,-70.279862
399 C003001,237 Virginia St,64500.0,177200.0,241700.0,64500.0,77400.0,141900.0,43.705307,-70.279769
399 C005001,231 Virginia St,72600.0,236500.0,309100.0,74500.0,100100.0,174600.0,43.705166,-70.279644
399 D001001,221 Virginia St,66300.0,225500.0,291800.0,66300.0,107400.0,173700.0,43.704838,-70.279396
399 D003001,217 Virginia St,64500.0,210100.0,274600.0,64500.0,96900.0,161400.0,43.704742,-70.279286
399 E004001,262 Virginia St,74100.0,291100.0,365200.0,74300.0,132500.0,206800.0,43.705759,-70.280869
399 E011001,252 Virginia St,67100.0,301600.0,368700.0,67100.0,104400.0,171500.0,43.705525,-70.280649
400 A026001,242 Virginia St,74100.0,350900.0,425000.0,74300.0,87000.0,161300.0,43.70521,-70.280372
400 A031001,238 Virginia St,69200.0,266700.0,335900.0,69200.0,121500.0,190700.0,43.705076,-70.280267
400 A049001,232 Virginia St,66300.0,334100.0,400400.0,66300.0,131900.0,198200.0,43.704949,-70.280136
400 B021001,222 Virginia St,66300.0,190500.0,256800.0,66300.0,71600.0,137900.0,43.704631,-70.279839
400 B023001,218 Virginia St,64500.0,208700.0,273200.0,64500.0,86400.0,150900.0,43.704497,-70.279761
403 C022001,136 Virginia St,64500.0,232300.0,296800.0,64500.0,102900.0,167400.0,43.702187,-70.277711
403 C024001,132 Virginia St,66300.0,145000.0,211300.0,66300.0,76100.0,142400.0,43.702051,-70.277593
403 D020001,122 Virginia St,66300.0,242500.0,308800.0,66300.0,87400.0,153700.0,43.701737,-70.277345
403 D022001,118 Virginia St,64500.0,250800.0,315300.0,64500.0,104500.0,169000.0,43.701614,-70.277224
403 D024001,112 Virginia St,66300.0,199100.0,265400.0,66300.0,88400.0,154700.0,43.701474,-70.277099
403 E018001,102 Virginia St,66300.0,184400.0,250700.0,66300.0,64800.0,131100.0,43.701167,-70.276793
403 E020001,98 Virginia St,64500.0,224900.0,289400.0,64500.0,110100.0,174600.0,43.701029,-70.276712
404 A002001,214 Virginia St,66300.0,220100.0,286400.0,66300.0,78600.0,144900.0,43.704363,-70.279631
404 B002001,211 Virginia St,66300.0,225200.0,291500.0,66300.0,107800.0,174100.0,43.704585,-70.279148
404 C001001,201 Virginia St,66300.0,222300.0,288600.0,66300.0,85800.0,152100.0,43.704292,-70.278875
404 C004001,195 Virginia St,71500.0,295000.0,366500.0,71500.0,133600.0,205100.0,43.703973,-70.278646
404 E001001,202 Virginia St,66300.0,242500.0,308800.0,66300.0,94000.0,160300.0,43.704072,-70.279367
404 E005001,194 Virginia St,66300.0,329900.0,396200.0,66300.0,140700.0,207000.0,43.703794,-70.279128
404 E008001,184 Virginia St,71500.0,180100.0,251600.0,71500.0,76400.0,147900.0,43.70357,-70.278892
404 E011001,178 Virginia St,64500.0,213600.0,278100.0,64500.0,98400.0,162900.0,43.703347,-70.278734
404 E013001,172 Virginia St,66300.0,234800.0,301100.0,66300.0,108300.0,174600.0,43.703159,-70.278573
404 E017001,164 Virginia St,71500.0,327600.0,399100.0,71500.0,157800.0,229300.0,43.702921,-70.278377
404 E020001,156 Virginia St,2400.0,6000.0,8400.0,2600.0,7300.0,9900.0,43.702699,-70.278192
404 E021001,152 Virginia St,66300.0,237900.0,304200.0,66300.0,92800.0,159100.0,43.702634,-70.278117
404 F001001,181 Virginia St,66300.0,239500.0,305800.0,66300.0,103900.0,170200.0,43.70371,-70.278385
404 F003001,175 Virginia St,64500.0,324600.0,389100.0,64500.0,160500.0,225000.0,43.703541,-70.278227
404 F005001,171 Virginia St,66300.0,327700.0,394000.0,66300.0,142500.0,208800.0,43.703425,-70.278134
404 H001001,161 Virginia St,66300.0,212600.0,278900.0,66300.0,95400.0,161700.0,43.703132,-70.277873
404 H003001,157 Virginia St,64500.0,306900.0,371400.0,64500.0,146700.0,211200.0,43.702997,-70.277709
404 H005001,151 Virginia St,70600.0,246400.0,317000.0,70600.0,120900.0,191500.0,43.702855,-70.277634
404 K019001,137 Virginia St,68100.0,216800.0,284900.0,68100.0,91100.0,159200.0,43.702429,-70.277235
405A A002001,131 Virginia St,71800.0,396100.0,467900.0,72300.0,194000.0,266300.0,43.702275,-70.277102
405A C001001,121 Virginia St,66300.0,216700.0,283000.0,66300.0,90300.0,156600.0,43.701954,-70.276853
405A C003001,117 Virginia St,64500.0,223100.0,287600.0,64500.0,94800.0,159300.0,43.701799,-70.276692
405A C021001,111 Virginia St,66300.0,242300.0,308600.0,66300.0,118500.0,184800.0,43.701687,-70.276593
405A E002001,92 Virginia St,66300.0,232100.0,298400.0,66300.0,97700.0,164000.0,43.70089,-70.276582
405A F001001,101 Virginia St,66300.0,194100.0,260400.0,66300.0,86900.0,153200.0,43.701374,-70.276344
405A F003001,95 Virginia St,64500.0,226300.0,290800.0,64500.0,104400.0,168900.0,43.701236,-70.276217
405A F021001,91 Virginia St,66300.0,168100.0,234400.0,66300.0,75800.0,142100.0,43.701098,-70.276109
405A F023001,68 Vermont Ave,64500.0,252100.0,316600.0,64500.0,114700.0,179200.0,43.701238,-70.275814
405A F028001,78 Vermont Ave,67100.0,261300.0,328400.0,67100.0,112000.0,179100.0,43.701424,-70.275417
405A F030001,84 Vermont Ave,67100.0,282900.0,350000.0,67100.0,120800.0,187900.0,43.70153,-70.275186
405A F033001,90 Vermont Ave,67100.0,232100.0,299200.0,67100.0,106300.0,173400.0,43.701643,-70.274941
405A F035001,96 Vermont Ave,67100.0,257100.0,324200.0,67100.0,113900.0,181000.0,43.701759,-70.274689
405A F038001,102 Vermont Ave,68000.0,265700.0,333700.0,68000.0,111800.0,179800.0,43.701873,-70.274446
405A H001001,43 Vermont Ave,64500.0,252600.0,317100.0,64500.0,95000.0,159500.0,43.700502,-70.276394
405A H002001,80 Virginia St,71700.0,299700.0,371400.0,72000.0,124600.0,196600.0,43.700546,-70.276293
405A J001001,81 Virginia St,66300.0,280700.0,347000.0,66300.0,128200.0,194500.0,43.700742,-70.275767
405A J003001,75 Virginia St,64500.0,259100.0,323600.0,64500.0,85900.0,150400.0,43.70067,-70.275696
405A J004001,67 Vermont Ave,64500.0,255300.0,319800.0,64500.0,110300.0,174800.0,43.70092,-70.275531
405A J009001,77 Vermont Ave,67100.0,235800.0,302900.0,67100.0,107300.0,174400.0,43.701113,-70.275147
405A J011001,83 Vermont Ave,67100.0,265200.0,332300.0,67100.0,103200.0,170300.0,43.701217,-70.274885
405A J014001,89 Vermont Ave,67100.0,251700.0,318800.0,67100.0,106000.0,173100.0,43.701325,-70.274649
405A J017001,95 Vermont Ave,67100.0,263900.0,331000.0,67100.0,116800.0,183900.0,43.701439,-70.274406
405A J021001,71 Virginia St,66300.0,242800.0,309100.0,66300.0,107400.0,173700.0,43.700479,-70.275562
406 A002001,42 Vermont Ave,64500.0,213000.0,277500.0,64500.0,94100.0,158600.0,43.700774,-70.276853
406 A004001,38 Vermont Ave,64500.0,270000.0,334500.0,64500.0,124600.0,189100.0,43.700699,-70.27701
406 A006001,34 Vermont Ave,64500.0,217100.0,281600.0,64500.0,93600.0,158100.0,43.700604,-70.277228
406 A008001,28 Vermont Ave,64500.0,286100.0,350600.0,64500.0,108400.0,172900.0,43.700525,-70.277386
406 A010001,24 Vermont Ave,64500.0,218400.0,282900.0,64500.0,102300.0,166800.0,43.700419,-70.277608
406 A012001,20 Vermont Ave,64500.0,317100.0,381600.0,64500.0,129900.0,194400.0,43.700349,-70.27777
406 A014001,12 Vermont Ave,69800.0,245600.0,315400.0,69800.0,100300.0,170100.0,43.700212,-70.278063
406 B003001,39 Vermont Ave,64500.0,303700.0,368200.0,64500.0,136800.0,201300.0,43.70039,-70.27664
406 B010001,23 Vermont Ave,64500.0,212700.0,277200.0,64500.0,80300.0,144800.0,43.700096,-70.277282
406 B012001,17 Vermont Ave,67100.0,284100.0,351200.0,67100.0,129400.0,196500.0,43.699974,-70.277568
410 C029001,23 Van Vechten St,68000.0,308400.0,376400.0,68000.0,175500.0,243500.0,43.695748,-70.27503
410 C031001,13 Van Vechten St,68000.0,312600.0,380600.0,68000.0,178100.0,246100.0,43.696095,-70.275352
410 C036001,3 Van Vechten St,64500.0,266400.0,330900.0,64500.0,120000.0,184500.0,43.696476,-70.275595
410 D004001,34 Van Vechten St,66200.0,259600.0,325800.0,66200.0,113100.0,179300.0,43.695799,-70.274513
410 D006001,28 Van Vechten St,66300.0,306900.0,373200.0,66300.0,174700.0,241000.0,43.695924,-70.274569
410 D009001,18 Van Vechten St,72900.0,197600.0,270500.0,74900.0,76100.0,151000.0,43.696245,-70.274901
428 A002001,62 Veranda St,354200.0,522000.0,876200.0,169400.0,111200.0,280600.0,43.682529,-70.256867
429 A001001,56 Veranda St,68400.0,539100.0,607500.0,68400.0,80700.0,149100.0,43.682,-70.256213
429 A004001,46 Veranda St,302000.0,61600.0,363600.0,167800.0,27900.0,195700.0,43.681863,-70.256477
429 B001001,38 Veranda St,303900.0,566800.0,870700.0,52600.0,246200.0,298800.0,43.681533,-70.256729
429 B002001,36 Veranda St,65500.0,311100.0,376600.0,65500.0,109000.0,174500.0,43.681426,-70.256855
429 B003001,32 Veranda St,65700.0,442700.0,508400.0,65700.0,186100.0,251800.0,43.681325,-70.256954
429 B004001,28 Veranda St,66900.0,448900.0,515800.0,66900.0,180600.0,247500.0,43.681208,-70.257015
431 J001001,72 Veranda St,64400.0,270400.0,334800.0,64400.0,155300.0,219700.0,43.682469,-70.25577
431 J005001,66 Veranda St,351900.0,645400.0,997300.0,65500.0,208300.0,273800.0,43.682328,-70.255947
431 K001001,78 Veranda St,63600.0,275100.0,338700.0,63600.0,106600.0,170200.0,43.682683,-70.255668
431 L004001,102 Veranda St,65500.0,303200.0,368700.0,65500.0,125600.0,191100.0,43.683286,-70.255081
431 L006001,96 Veranda St,78700.0,248400.0,327100.0,78700.0,79600.0,158300.0,43.683151,-70.255189
431 L007001,108 Veranda St,68800.0,585300.0,654100.0,68800.0,280200.0,349000.0,43.68351,-70.254861
431 M004001,130 Veranda St,65400.0,545000.0,610400.0,65400.0,242500.0,307900.0,43.684096,-70.254307
431 M005001,126 Veranda St,66100.0,467900.0,534000.0,66100.0,208000.0,274100.0,43.683982,-70.254414
431 M006001,120 Veranda St,66400.0,254200.0,320600.0,66400.0,96600.0,163000.0,43.683976,-70.254641
431 M007001,118 Veranda St,65300.0,408500.0,473800.0,65300.0,210700.0,276000.0,43.683751,-70.254631
431 N001001,67 Veranda St,68900.0,304400.0,373300.0,68900.0,160600.0,229500.0,43.681818,-70.255223
431 N002001,61 Veranda St,64600.0,220600.0,285200.0,64600.0,174500.0,239100.0,43.681991,-70.255639
431 N006001,69 Veranda St,66800.0,321800.0,388600.0,66800.0,139200.0,206000.0,43.682198,-70.25545
431 N007001,57 Veranda St,65100.0,268700.0,333800.0,65100.0,122400.0,187500.0,43.681827,-70.25576
432 A001001,138 Veranda St,66000.0,328000.0,394000.0,66000.0,124000.0,190000.0,43.684343,-70.25409
432 A002001,144 Veranda St,65600.0,492200.0,557800.0,65600.0,209800.0,275400.0,43.684447,-70.253956
432 A004001,150 Veranda St,65700.0,449100.0,514800.0,65700.0,194200.0,259900.0,43.68468,-70.253752
432 B001001,141 Veranda St,68500.0,394400.0,462900.0,68500.0,181000.0,249500.0,43.684209,-70.253511
432 B019001,147 Veranda St,67800.0,335300.0,403100.0,67800.0,147600.0,215400.0,43.684397,-70.253328
432 C001001,160 Veranda St,352600.0,568000.0,920600.0,198400.0,342400.0,540800.0,43.684976,-70.253525
432 C003001,164 Veranda St,198200.0,376600.0,574800.0,109100.0,149400.0,258500.0,43.68512,-70.253292
432 C004001,170 Veranda St,65600.0,336300.0,401900.0,65600.0,130800.0,196400.0,43.685217,-70.253135
432 D001001,178 Veranda St,64200.0,208300.0,272500.0,64200.0,69400.0,133600.0,43.685457,-70.252912
432 D002001,182 Veranda St,65600.0,316300.0,381900.0,65600.0,119400.0,185000.0,43.685577,-70.252795
432 D003001,186 Veranda St,67700.0,371500.0,439200.0,67700.0,160800.0,228500.0,43.685735,-70.252784
432 E003001,200 Veranda St,539800.0,1904300.0,2444100.0,269800.0,567590.0,837390.0,43.687156,-70.252425
432 E004001,220 Veranda St,132600.0,308500.0,441100.0,64900.0,126600.0,191500.0,43.686477,-70.251513
