parcel,address,2021_land,2021_building,2021_total,2020_land,2020_building,2020_total,lat,lng
016 H004001,74 St Lawrence St,306100.0,878400.0,1184500.0,106300.0,266000.0,372300.0,43.665089,-70.246734
000 O000001,0 A,107437200.0,3712300.0,111149500.0,107437200.0,3712300.0,111149500.0,43.652975,-70.277556
009 A013001,220 Anderson St,234400.0,904700.0,1139100.0,117100.0,354800.0,471900.0,43.669895,-70.256589
009 A016001,230 Anderson St,197700.0,430800.0,628500.0,112700.0,266500.0,379200.0,43.670266,-70.256736
009 A017001,226 Anderson St,200300.0,622900.0,823200.0,116400.0,199300.0,315700.0,43.670067,-70.256778
010 A008001,219 Anderson St,239800.0,1609300.0,1849100.0,119900.0,631600.0,751500.0,43.670271,-70.255943
010 A021001,197 Anderson St,258300.0,1022800.0,1281100.0,134100.0,355000.0,489100.0,43.669707,-70.255527
010 A026001,189 Anderson St,248600.0,138800.0,387400.0,177500.0,35900.0,213400.0,43.669186,-70.25558
010 E001001,184 Anderson St,259000.0,1635400.0,1894400.0,158500.0,649600.0,808100.0,43.669316,-70.256183
010 E002001,170 Anderson St,353800.0,2759100.0,3112900.0,221100.0,1425700.0,1646800.0,43.668745,-70.256163
010 G005001,175 Anderson St,263000.0,285900.0,548900.0,150200.0,251100.0,401300.0,43.668679,-70.25553
010 G006001,165 Anderson St,241700.0,0.0,241700.0,82000.0,372040.0,454040.0,43.668474,-70.255761
010 H005001,122 Anderson St,485800.0,316300.0,802100.0,242900.0,135600.0,378500.0,43.667696,-70.25705
012 A001001,117 Anderson St,522500.0,697300.0,1219800.0,344500.0,321700.0,666200.0,43.6669,-70.255464
012 A002001,107 Anderson St,270100.0,468000.0,738100.0,192900.0,234200.0,427100.0,43.666452,-70.255437
012 A003001,155 Anderson St,261700.0,559700.0,821400.0,130900.0,372200.0,503100.0,43.6679,-70.255454
012 A004001,131 Anderson St,331900.0,864900.0,1196800.0,77000.0,402600.0,479600.0,43.667373,-70.255309
012 A005001,145 Anderson St,59320.0,237280.0,296600.0,32300.0,129200.0,161500.0,43.667677,-70.255408
012 A005002,145 Anderson St,57940.0,231760.0,289700.0,31100.0,124300.0,155400.0,43.667677,-70.255408
012 A005003,145 Anderson St,62380.0,249520.0,311900.0,34900.0,139600.0,174500.0,43.667677,-70.255408
012 A005004,145 Anderson St,62380.0,249520.0,311900.0,34900.0,139600.0,174500.0,43.667677,-70.255408
012 A005006,145 Anderson St,63740.0,254960.0,318700.0,34500.0,138100.0,172600.0,43.667677,-70.255408
012 A005007,145 Anderson St,66100.0,264400.0,330500.0,37100.0,148500.0,185600.0,43.667677,-70.255408
012 A005008,145 Anderson St,66100.0,264400.0,330500.0,37100.0,148500.0,185600.0,43.667677,-70.255408
012 A009001,133 Anderson St,423900.0,565400.0,989300.0,69300.0,169200.0,238500.0,43.667244,-70.255202
012 I001001,89 Anderson St,260400.0,10852000.0,11112400.0,338100.0,3968600.0,4306700.0,43.666019,-70.255365
012 L001001,83 Anderson St,251900.0,259800.0,511700.0,63300.0,132300.0,195600.0,43.665697,-70.254928
012 L006001,79 Anderson St,252100.0,186200.0,438300.0,63400.0,62500.0,125900.0,43.665658,-70.254804
012 L007001,77 Anderson St,251900.0,279400.0,531300.0,63300.0,101000.0,164300.0,43.665542,-70.254744
012 L012001,73 Anderson St,230800.0,175200.0,406000.0,57700.0,61400.0,119100.0,43.665436,-70.254688
012 N003001,132 Anderson St,370300.0,1032300.0,1402600.0,211600.0,254900.0,466500.0,43.667329,-70.255994
012 N004001,114 Anderson St,203000.0,411100.0,614100.0,101500.0,279200.0,380700.0,43.666545,-70.255955
013 B001047,47 Anderson St,59360.0,237440.0,296800.0,28900.0,115600.0,144500.0,43.664791,-70.253797
013 D003001,27 Anderson St,243900.0,278800.0,522700.0,61200.0,111400.0,172600.0,43.664282,-70.253191
013 D005001,25 Anderson St,243000.0,340900.0,583900.0,61000.0,126200.0,187200.0,43.664208,-70.253087
013 D006001,23 Anderson St,243000.0,375200.0,618200.0,60900.0,172200.0,233100.0,43.66414,-70.253007
013 D008001,19 Anderson St,251400.0,507700.0,759100.0,63200.0,218700.0,281900.0,43.664057,-70.252912
013 D010001,13 Anderson St,59860.0,239440.0,299300.0,33900.0,135900.0,169800.0,43.663938,-70.252832
013 D010002,15 Anderson St,59600.0,238400.0,298000.0,33600.0,134200.0,167800.0,43.663949,-70.252823
013 D010003,15 Anderson St,58060.0,232240.0,290300.0,33600.0,134200.0,167800.0,43.663949,-70.252823
013 D012001,11 Anderson St,232000.0,369700.0,601700.0,58000.0,155500.0,213500.0,43.663846,-70.252754
013 D013001,9 Anderson St,238500.0,408700.0,647200.0,59700.0,183000.0,242700.0,43.663776,-70.252676
016 A008001,97 Atlantic St,323000.0,429400.0,752400.0,108000.0,213500.0,321500.0,43.666437,-70.246661
016 A009001,91 Atlantic St,231700.0,718100.0,949800.0,114800.0,225800.0,340600.0,43.66638,-70.246531
016 A010001,87 Atlantic St,67800.0,1200.0,69000.0,38700.0,880.0,39580.0,43.666305,-70.246309
016 B016001,75 Atlantic St,328000.0,293200.0,621200.0,108600.0,135700.0,244300.0,43.66598,-70.245823
016 B017001,73 Atlantic St,319800.0,400400.0,720200.0,107700.0,168100.0,275800.0,43.665911,-70.245693
016 B018001,69 Atlantic St,319800.0,273300.0,593100.0,107700.0,92600.0,200300.0,43.665811,-70.245599
016 B019001,67 Atlantic St,318100.0,421300.0,739400.0,107500.0,204700.0,312200.0,43.665788,-70.245499
016 B020001,63 Atlantic St,317900.0,302000.0,619900.0,107500.0,140700.0,248200.0,43.665744,-70.245381
016 B021001,59 Atlantic St,344400.0,507500.0,851900.0,110300.0,232400.0,342700.0,43.665627,-70.24527
016 B022001,55 Atlantic St,232200.0,1113400.0,1345600.0,115100.0,367400.0,482500.0,43.665517,-70.245033
016 C014001,41 Atlantic St,323000.0,197100.0,520100.0,156700.0,103400.0,260100.0,43.665245,-70.244632
016 C016001,33 Atlantic St,325100.0,760100.0,1085200.0,157000.0,296300.0,453300.0,43.665077,-70.244354
016 C017001,29 Atlantic St,326600.0,734100.0,1060700.0,157200.0,272800.0,430000.0,43.664997,-70.244237
016 C018001,23 Atlantic St,331200.0,316900.0,648100.0,157900.0,105500.0,263400.0,43.664895,-70.244092
016 C019001,19 Atlantic St,324100.0,459900.0,784000.0,156800.0,178300.0,335100.0,43.664801,-70.24388
016 C020001,17 Atlantic St,330500.0,465500.0,796000.0,157800.0,200000.0,357800.0,43.66475,-70.243779
016 C021001,13 Atlantic St,71140.0,284560.0,355700.0,65200.0,260800.0,326000.0,43.664639,-70.243596
016 C021002,13 Atlantic St,72300.0,289200.0,361500.0,66600.0,266400.0,333000.0,43.664639,-70.243596
016 C021003,13 Atlantic St,64800.0,259200.0,324000.0,47200.0,190400.0,237600.0,43.664639,-70.243596
016 D006001,94 Atlantic St,66300.0,265200.0,331500.0,30300.0,121300.0,151600.0,43.666141,-70.246841
016 D006002,94 Atlantic St,70360.0,281440.0,351800.0,36900.0,147400.0,184300.0,43.666141,-70.246841
016 D006003,94 Atlantic St,70360.0,281440.0,351800.0,36900.0,147400.0,184300.0,43.666141,-70.246841
016 D008001,90 Atlantic St,341300.0,486600.0,827900.0,109900.0,172400.0,282300.0,43.66603,-70.246631
016 E001001,76 Atlantic St,362100.0,446600.0,808700.0,112300.0,193100.0,305400.0,43.665705,-70.246217
016 E003001,74 Atlantic St,353000.0,597600.0,950600.0,111200.0,264200.0,375400.0,43.665651,-70.246042
016 E004001,68 Atlantic St,369700.0,217900.0,587600.0,113100.0,67300.0,180400.0,43.665543,-70.245804
016 E005001,62 Atlantic St,359100.0,288700.0,647800.0,111900.0,168200.0,280100.0,43.665378,-70.245646
016 E006001,58 Atlantic St,332600.0,327100.0,659700.0,109000.0,154300.0,263300.0,43.665326,-70.245434
016 E007001,56 Atlantic St,310200.0,400200.0,710400.0,106700.0,168800.0,275500.0,43.66524,-70.245307
016 E008001,52 Atlantic St,310800.0,471600.0,782400.0,106800.0,213900.0,320700.0,43.665174,-70.245205
016 E009001,48 Atlantic St,333400.0,261100.0,594500.0,109100.0,137400.0,246500.0,43.665086,-70.245109
016 F001001,42 Atlantic St,275700.0,405500.0,681200.0,137800.0,119100.0,256900.0,43.664968,-70.244813
016 F002001,34 Atlantic St,303800.0,258300.0,562100.0,153800.0,124900.0,278700.0,43.664805,-70.244518
016 F004001,28 Atlantic St,185300.0,741200.0,926500.0,41600.0,167700.0,209300.0,43.664634,-70.244366
016 F004002,28 Atlantic St,178520.0,714080.0,892600.0,45000.0,181600.0,226600.0,43.664634,-70.244366
016 F004003,28 Atlantic St,179460.0,717840.0,897300.0,48100.0,195300.0,243400.0,43.664634,-70.244366
016 F006001,20 Atlantic St,237000.0,1338100.0,1575100.0,117600.0,416500.0,534100.0,43.664484,-70.24409
016 F008001,16 Atlantic St,340200.0,216900.0,557100.0,159200.0,99200.0,258400.0,43.664438,-70.243878
016 F009001,12 Atlantic St,344000.0,641300.0,985300.0,159800.0,166500.0,326300.0,43.664345,-70.243795
016 F010001,6 Atlantic St,370600.0,465900.0,836500.0,153100.0,142900.0,296000.0,43.664259,-70.243617
016 F011001,2 Atlantic St,532300.0,588100.0,1120400.0,156500.0,240800.0,397300.0,43.664176,-70.24347
016 F026001,36 Atlantic St,320500.0,316500.0,637000.0,156300.0,130400.0,286700.0,43.664823,-70.244549
017 E035001,9 Adams St,349800.0,275400.0,625200.0,152300.0,110300.0,262600.0,43.66363,-70.245304
017 E036001,11 Adams St,381600.0,233100.0,614700.0,156300.0,82800.0,239100.0,43.663597,-70.245448
017 E038001,19 Adams St,400900.0,348000.0,748900.0,158700.0,136500.0,295200.0,43.663597,-70.245851
017 F026001,47 Adams St,397000.0,459200.0,856200.0,158200.0,182900.0,341100.0,43.663437,-70.246808
017 G008001,0 Adams St,243400.0,20500.0,263900.0,155800.0,11830.0,167630.0,43.663614,-70.244855
022 K007001,38 Anderson St,204000.0,1257400.0,1461400.0,98600.0,737900.0,836500.0,43.66441,-70.254248
022 L004001,32 Anderson St,57420.0,229680.0,287100.0,22500.0,90100.0,112600.0,43.664196,-70.253581
022 L004002,32 Anderson St,56520.0,226080.0,282600.0,22100.0,88600.0,110700.0,43.664196,-70.253581
022 L004003,32 Anderson St,61220.0,244880.0,306100.0,22900.0,91700.0,114600.0,43.664196,-70.253581
022 L007001,26 Anderson St,257500.0,409500.0,667000.0,64900.0,191600.0,256500.0,43.664017,-70.253408
022 L008001,22 Anderson St,236400.0,288800.0,525200.0,59200.0,109600.0,168800.0,43.66394,-70.253296
022 L012001,18 Anderson St,257000.0,642100.0,899100.0,64700.0,274600.0,339300.0,43.663823,-70.25319
022 L013001,14 Anderson St,252700.0,414600.0,667300.0,63600.0,189600.0,253200.0,43.663727,-70.253094
022 L015001,12 Anderson St,249400.0,250000.0,499400.0,62700.0,77500.0,140200.0,43.663648,-70.252973
022 L024001,8 Anderson St,246100.0,299800.0,545900.0,61800.0,115100.0,176900.0,43.663588,-70.252865
023 B003001,86 Anderson St,273500.0,223600.0,497100.0,68400.0,82900.0,151300.0,43.665592,-70.255319
023 B007001,80 Anderson St,274400.0,348200.0,622600.0,68500.0,135700.0,204200.0,43.665409,-70.255104
023 B013001,76 Anderson St,269100.0,323600.0,592700.0,67800.0,102400.0,170200.0,43.665279,-70.254943
023 B032001,90 Anderson St,216500.0,145600.0,362100.0,123700.0,61300.0,185000.0,43.665565,-70.255494
033 C016001,50 Alder St,145600.0,510500.0,656100.0,68800.0,165900.0,234700.0,43.659256,-70.263378
033 C019001,38 Alder St,237300.0,1725700.0,1963000.0,68900.0,586200.0,655100.0,43.658916,-70.263173
033 C020001,34 Alder St,138400.0,361000.0,499400.0,66400.0,122700.0,189100.0,43.658777,-70.263093
033 C021001,32 Alder St,130900.0,445200.0,576100.0,62500.0,186100.0,248600.0,43.658694,-70.263028
033 D004001,55 Alder St,17000.0,33600.0,50600.0,9500.0,24200.0,33700.0,43.659632,-70.263139
033 D012001,43 Alder St,139500.0,317800.0,457300.0,66900.0,124200.0,191100.0,43.659246,-70.262901
033 D016001,35 Alder St,137300.0,220300.0,357600.0,65800.0,77600.0,143400.0,43.659065,-70.262587
033 D017001,33 Alder St,132300.0,495000.0,627300.0,63200.0,244100.0,307300.0,43.658908,-70.262784
033 J013001,18 Alder St,124000.0,239100.0,363100.0,59000.0,86200.0,145200.0,43.658094,-70.262757
033 J014001,16 Alder St,126100.0,215200.0,341300.0,60100.0,95200.0,155300.0,43.657995,-70.262738
033 J015001,12 Alder St,130800.0,462000.0,592800.0,62500.0,198700.0,261200.0,43.657907,-70.262694
033 J016001,10 Alder St,129000.0,427800.0,556800.0,61500.0,204000.0,265500.0,43.65782,-70.262629
033 J017001,8 Alder St,183300.0,1007100.0,1190400.0,62600.0,354000.0,416600.0,43.657699,-70.262636
034 H001001,58 Alder St,236500.0,7346100.0,7582600.0,519700.0,2867900.0,3387600.0,43.659868,-70.263768
046 A007001,50 Avon St,279100.0,346000.0,625100.0,140600.0,131000.0,271600.0,43.655003,-70.266781
046 A008001,48 Avon St,270000.0,298300.0,568300.0,136200.0,107400.0,243600.0,43.654921,-70.266761
046 A009001,46 Avon St,267500.0,427300.0,694800.0,134900.0,147900.0,282800.0,43.654837,-70.266754
046 A011001,44 Avon St,266200.0,367300.0,633500.0,134300.0,131100.0,265400.0,43.654771,-70.26673
046 D008001,15 Avon St,262300.0,291000.0,553300.0,99300.0,146000.0,245300.0,43.653846,-70.265995
064 D010001,26 A St,259200.0,211900.0,471100.0,129600.0,55500.0,185100.0,43.652511,-70.278725
064 D024001,28 A St,161700.0,582300.0,744000.0,115500.0,182400.0,297900.0,43.652442,-70.278848
064 E001001,12 A St,131700.0,230400.0,362100.0,62900.0,137100.0,200000.0,43.652702,-70.278109
064 E022001,10 A St,123000.0,218200.0,341200.0,58500.0,75000.0,133500.0,43.652708,-70.277985
064 E025001,8 A St,122700.0,205500.0,328200.0,58300.0,74200.0,132500.0,43.652731,-70.277924
084 F011001,5 Adams St,132900.0,276800.0,409700.0,134300.0,125000.0,259300.0,43.663568,-70.24506
084 F012001,9 Adams St,134300.0,333600.0,467900.0,157300.0,172300.0,329600.0,43.66363,-70.245304
084 F013001,13 Adams St,134300.0,128000.0,262300.0,157300.0,54600.0,211900.0,43.66363,-70.24528
084 F014001,17 Adams St,134300.0,107600.0,241900.0,157300.0,49000.0,206300.0,43.663645,-70.245644
084 F015001,21 Adams St,134300.0,124300.0,258600.0,157300.0,55200.0,212500.0,43.663583,-70.244965
084 F016001,25 Adams St,134300.0,193000.0,327300.0,157300.0,82900.0,240200.0,43.663583,-70.244965
084 F017001,29 Adams St,134300.0,240300.0,374600.0,194300.0,87000.0,281300.0,43.663583,-70.244965
084 L001001,40 Adams St,205600.0,284700.0,490300.0,315100.0,100000.0,415100.0,43.663446,-70.246493
084 M001001,28 Adams St,140800.0,222100.0,362900.0,232700.0,76600.0,309300.0,43.663583,-70.244965
084 M002001,24 Adams St,138500.0,192400.0,330900.0,222200.0,73900.0,296100.0,43.663583,-70.244965
084 M003001,20 Adams St,139600.0,293300.0,432900.0,227500.0,93100.0,320600.0,43.663583,-70.244965
084 M004001,16 Adams St,139600.0,206700.0,346300.0,227200.0,75500.0,302700.0,43.663476,-70.245541
084 M005001,12 Adams St,139500.0,146300.0,285800.0,226900.0,68100.0,295000.0,43.66344,-70.24525
084 M006001,8 Adams St,139500.0,205300.0,344800.0,226700.0,83900.0,310600.0,43.653782,-70.196882
084 M007001,4 Adams St,144000.0,363800.0,507800.0,191000.0,140800.0,331800.0,43.663576,-70.245008
084 Z019001,41 Adams St,143500.0,258300.0,401800.0,234000.0,133400.0,367400.0,43.663377,-70.246208
084 Z021001,45 Adams St,137400.0,190400.0,327800.0,207700.0,71500.0,279200.0,43.654993,-70.195928
085 M009001,25 Alderbrook Rd,208600.0,294700.0,503300.0,190400.0,156600.0,347000.0,43.655086,-70.181901
085 M010001,21 Alderbrook Rd,307500.0,409800.0,717300.0,275200.0,133300.0,408500.0,43.654965,-70.181609
085 M012001,75 Alderbrook Rd,246800.0,0.0,246800.0,102400.0,5000.0,107400.0,43.656019,-70.183693
085 M013001,39 Alderbrook Rd,279500.0,327900.0,607400.0,240300.0,168500.0,408800.0,43.655337,-70.182334
085 M015001,69 Alderbrook Rd,259000.0,302500.0,561500.0,230300.0,138500.0,368800.0,43.655367,-70.183663
088 C007001,11 Arbutus Ave,134400.0,183300.0,317700.0,91100.0,95000.0,186100.0,43.66269,-70.185854
088 E002001,12 Arbutus Ave,89620.0,52720.0,142340.0,82300.0,27000.0,109300.0,43.662657,-70.186361
088 E002003,12 Arbutus Ave,22400.0,13180.0,35580.0,20700.0,6600.0,27300.0,43.662657,-70.186361
088 E003001,10 Arbutus Ave,121700.0,97800.0,219500.0,80100.0,32800.0,112900.0,43.662436,-70.186179
105 D004001,2 Anderson Ave,346500.0,245400.0,591900.0,332600.0,152700.0,485300.0,43.665341,-70.212514
105 E001001,10 Anderson Ave,335700.0,236600.0,572300.0,330200.0,108900.0,439100.0,43.666145,-70.211961
105 F003001,32 Anderson Ave,341500.0,240100.0,581600.0,331500.0,119900.0,451400.0,43.666416,-70.211647
105 H008001,46 Anderson Ave,446700.0,296100.0,742800.0,308800.0,115200.0,424000.0,43.666836,-70.21094
105 J017001,76 Anderson Ave,487300.0,211700.0,699000.0,288100.0,113700.0,401800.0,43.667523,-70.209684
105 K003001,25 Anderson Ave,258100.0,347900.0,606000.0,212200.0,265500.0,477700.0,43.665827,-70.211533
105 L009001,51 Anderson Ave,171000.0,243200.0,414200.0,156400.0,106000.0,262400.0,43.666466,-70.210204
105 L010001,63 Anderson Ave,188600.0,156600.0,345200.0,207300.0,73200.0,280500.0,43.666584,-70.209967
105 M012001,73 Anderson Ave,257300.0,346000.0,603300.0,220500.0,178100.0,398600.0,43.66683,-70.209465
123 H005001,194 Ashmont St,133900.0,620500.0,754400.0,133900.0,344700.0,478600.0,43.667113,-70.289245
123 I001001,195 Ashmont St,135200.0,424500.0,559700.0,135200.0,216000.0,351200.0,43.66744,-70.289424
123 I002001,191 Ashmont St,135000.0,355800.0,490800.0,135000.0,185200.0,320200.0,43.66746,-70.289211
124 A004001,180 Ashmont St,132700.0,367900.0,500600.0,132700.0,174000.0,306700.0,43.667183,-70.28853
124 A009001,184 Ashmont St,134600.0,340900.0,475500.0,134600.0,197300.0,331900.0,43.667173,-70.288761
124 B003001,175 Ashmont St,134600.0,288700.0,423300.0,134600.0,186600.0,321200.0,43.667507,-70.288455
124 B005001,171 Ashmont St,135000.0,452900.0,587900.0,135000.0,208800.0,343800.0,43.667522,-70.288209
124 B006001,165 Ashmont St,137900.0,468800.0,606700.0,137900.0,257600.0,395500.0,43.667525,-70.287931
124 G001001,153 Ashmont St,133100.0,331300.0,464400.0,133100.0,127900.0,261000.0,43.667571,-70.287369
124 G002001,149 Ashmont St,92700.0,275700.0,368400.0,87200.0,117300.0,204500.0,43.667547,-70.287193
124 G006001,141 Ashmont St,99200.0,437100.0,536300.0,93700.0,202700.0,296400.0,43.667574,-70.286741
124 G010001,135 Ashmont St,92600.0,346400.0,439000.0,87100.0,186600.0,273700.0,43.66762,-70.286513
124 G012001,123 Ashmont St,99500.0,229900.0,329400.0,147300.0,77100.0,224400.0,43.667641,-70.28603
124 G017001,121 Ashmont St,91000.0,330800.0,421800.0,85500.0,150600.0,236100.0,43.667662,-70.285847
124 G018001,117 Ashmont St,96400.0,301400.0,397800.0,90900.0,141300.0,232200.0,43.667645,-70.285658
125 B001001,102 Ashmont St,102400.0,488800.0,591200.0,96900.0,190100.0,287000.0,43.667321,-70.285027
125 C001001,93 Ashmont St,90700.0,186600.0,277300.0,85200.0,56700.0,141900.0,43.667746,-70.284739
125 C010001,101 Ashmont St,90700.0,188700.0,279400.0,85200.0,65100.0,150300.0,43.667723,-70.284925
125 C011001,105 Ashmont St,93100.0,206200.0,299300.0,87600.0,57500.0,145100.0,43.667687,-70.2851
125 H009001,52 Ashmont St,88600.0,325800.0,414400.0,83100.0,133900.0,217000.0,43.667574,-70.282511
125 H010001,48 Ashmont St,87900.0,376500.0,464400.0,82400.0,160900.0,243300.0,43.667591,-70.282314
125 I005001,40 Ashmont St,92600.0,290600.0,383200.0,87100.0,115900.0,203000.0,43.667623,-70.281998
125 I011001,28 Ashmont St,99800.0,343500.0,443300.0,94300.0,161700.0,256000.0,43.667543,-70.281463
125 I012001,36 Ashmont St,99200.0,343900.0,443100.0,93700.0,161300.0,255000.0,43.667613,-70.281712
125 J004001,57 Ashmont St,341500.0,863600.0,1205100.0,195100.0,438050.0,633150.0,43.667936,-70.283022
125 J008001,55 Ashmont St,343800.0,482600.0,826400.0,83700.0,184100.0,267800.0,43.667886,-70.282636
125 J010001,41 Ashmont St,260100.0,56900.0,317000.0,148600.0,37500.0,186100.0,43.667935,-70.282268
125 J014001,25 Ashmont St,413000.0,102300.0,515300.0,230000.0,68620.0,298620.0,43.668006,-70.281673
125 N010001,37 Arlington St,136900.0,531200.0,668100.0,75400.0,239000.0,314400.0,43.669994,-70.282438
125 N011001,3 Arlington Pl,133200.0,360400.0,493600.0,64000.0,155700.0,219700.0,43.670171,-70.282535
125 N014001,35 Arlington St,153500.0,493700.0,647200.0,117100.0,171600.0,288700.0,43.670121,-70.282229
125 N015001,7 Arlington Pl,131700.0,274700.0,406400.0,59700.0,129400.0,189100.0,43.670254,-70.282405
125 N016001,11 Arlington Pl,131000.0,299800.0,430800.0,57300.0,95600.0,152900.0,43.670327,-70.282276
125 N020001,27 Arlington St,50000.0,200000.0,250000.0,30500.0,122200.0,152700.0,43.670307,-70.282047
125 N020002,27 Arlington St,50000.0,200000.0,250000.0,30500.0,122200.0,152700.0,43.670307,-70.282047
125 N020003,27 Arlington St,51220.0,204880.0,256100.0,31400.0,125400.0,156800.0,43.670307,-70.282047
125 N020004,27 Arlington St,51220.0,204880.0,256100.0,31400.0,125400.0,156800.0,43.670307,-70.282047
125 N020005,27 Arlington St,49000.0,196000.0,245000.0,29900.0,119600.0,149500.0,43.670307,-70.282047
125 N020006,27 Arlington St,49000.0,196000.0,245000.0,29900.0,119600.0,149500.0,43.670307,-70.282047
125 N022001,21 Arlington St,147100.0,458900.0,606000.0,106300.0,223600.0,329900.0,43.670395,-70.281837
125 N024001,15 Arlington St,153900.0,536700.0,690600.0,117500.0,240100.0,357600.0,43.670491,-70.281582
125 O004001,32 Arlington St,141200.0,484700.0,625900.0,88600.0,219000.0,307600.0,43.669917,-70.281811
126 B003001,18 Ashmont St,276200.0,277300.0,553500.0,142000.0,239300.0,381300.0,43.667653,-70.280848
126 F003001,20 Arlington St,166200.0,618700.0,784900.0,130400.0,294500.0,424900.0,43.670182,-70.281407
126 F006001,12 Arlington St,144700.0,590600.0,735300.0,99200.0,282900.0,382100.0,43.67035,-70.281087
126 F008001,8 Arlington St,145200.0,440800.0,586000.0,100800.0,204200.0,305000.0,43.670451,-70.280911
126 K007001,22 Ashmont St,99800.0,345200.0,445000.0,94300.0,161300.0,255600.0,43.667559,-70.28124
130 B004001,11 Amherst St,94400.0,640500.0,734900.0,88900.0,324600.0,413500.0,43.672233,-70.289117
131 I001001,10 Amherst St,96000.0,435300.0,531300.0,90500.0,252900.0,343400.0,43.671874,-70.289109
131 I014001,18 Amherst St,99300.0,355600.0,454900.0,93800.0,139600.0,233400.0,43.671896,-70.289519
131 J003001,19 Amherst St,92000.0,380300.0,472300.0,86500.0,223000.0,309500.0,43.672207,-70.289501
131 J004001,15 Amherst St,92800.0,438900.0,531700.0,87300.0,211400.0,298700.0,43.672195,-70.289352
131 J010001,23 Amherst St,92000.0,326600.0,418600.0,86500.0,167500.0,254000.0,43.672262,-70.289702
133 C012001,6 Alba St,89400.0,239200.0,328600.0,83900.0,97700.0,181600.0,43.675102,-70.297856
133 C013001,14 Alba St,91900.0,559900.0,651800.0,86400.0,211800.0,298200.0,43.675304,-70.297922
133 C014001,16 Alba St,91900.0,401800.0,493700.0,86400.0,177900.0,264300.0,43.675386,-70.298063
133 C015001,26 Alba St,98000.0,373000.0,471000.0,92500.0,141800.0,234300.0,43.675592,-70.298301
133 C017001,30 Alba St,90700.0,264300.0,355000.0,85200.0,140000.0,225200.0,43.675685,-70.298433
133 C018001,34 Alba St,95800.0,353300.0,449100.0,90300.0,160000.0,250300.0,43.675781,-70.298625
133 C019001,42 Alba St,92600.0,271300.0,363900.0,87100.0,110100.0,197200.0,43.675955,-70.298836
134 H005001,71 Alba St,91300.0,248700.0,340000.0,85800.0,105600.0,191400.0,43.676923,-70.299669
134 H006001,67 Alba St,91300.0,199600.0,290900.0,85800.0,82100.0,167900.0,43.676807,-70.299555
139 A001001,70 Austin St,156400.0,439300.0,595700.0,120200.0,148500.0,268700.0,43.676264,-70.278084
139 A002001,76 Austin St,156000.0,513700.0,669700.0,119700.0,186700.0,306400.0,43.676227,-70.277858
139 A006001,66 Austin St,155400.0,358400.0,513800.0,119100.0,117800.0,236900.0,43.676354,-70.27835
139 B004001,11 Austin St,162500.0,341200.0,503700.0,126500.0,160300.0,286800.0,43.676749,-70.280778
139 B006001,37 Austin St,165700.0,276500.0,442200.0,129900.0,107700.0,237600.0,43.676326,-70.279754
139 B015001,59 Austin St,156900.0,393000.0,549900.0,120600.0,182000.0,302600.0,43.676078,-70.278748
139 B016001,55 Austin St,147000.0,297700.0,444700.0,106000.0,157500.0,263500.0,43.676143,-70.278942
139 B017001,49 Austin St,146500.0,318800.0,465300.0,104600.0,149100.0,253700.0,43.676166,-70.279132
139 B019001,45 Austin St,154500.0,318000.0,472500.0,118100.0,158900.0,277000.0,43.6762,-70.279348
139 B020001,31 Austin St,149600.0,249500.0,399100.0,113000.0,113200.0,226200.0,43.676448,-70.279928
139 B021001,27 Austin St,149900.0,351500.0,501400.0,113300.0,139800.0,253100.0,43.676441,-70.280149
139 B022001,21 Austin St,150100.0,192500.0,342600.0,113500.0,92500.0,206000.0,43.676509,-70.280355
139 C001001,81 Austin St,149100.0,440500.0,589600.0,112400.0,220900.0,333300.0,43.675733,-70.277759
139 C009001,67 Austin St,159700.0,305100.0,464800.0,123600.0,123700.0,247300.0,43.67597,-70.27838
139 C010001,71 Austin St,149300.0,348000.0,497300.0,112700.0,157600.0,270300.0,43.675854,-70.278156
139 C012001,77 Austin St,149100.0,266600.0,415700.0,112500.0,129200.0,241700.0,43.675839,-70.277943
139 H003001,101 Austin St,193700.0,335000.0,528700.0,206900.0,130400.0,337300.0,43.675465,-70.276887
140 F012001,56 Austin St,161800.0,349400.0,511200.0,125800.0,122900.0,248700.0,43.676447,-70.278633
140 F013001,48 Austin St,189300.0,504900.0,694200.0,154600.0,196200.0,350800.0,43.676555,-70.279004
140 F018001,32 Austin St,162200.0,320800.0,483000.0,126200.0,117900.0,244100.0,43.676812,-70.279848
140 F019001,22 Austin St,162900.0,507600.0,670500.0,126900.0,149000.0,275900.0,43.676927,-70.280151
140 F021001,16 Austin St,158700.0,427200.0,585900.0,122500.0,232200.0,354700.0,43.676992,-70.280467
140 F025001,40 Austin St,168400.0,388400.0,556800.0,132700.0,160200.0,292900.0,43.676724,-70.279511
146 D006001,19 Arbor St,208500.0,702100.0,910600.0,95300.0,299280.0,394580.0,43.685657,-70.292809
150 A001001,33 Allen Ave Rear,281000.0,237700.0,518700.0,321100.0,64800.0,385900.0,43.688988,-70.292395
150 C003001,10 Adelaide St,370500.0,737600.0,1108100.0,67900.0,312300.0,380200.0,43.685207,-70.291199
150 C004001,18 Adelaide St,62200.0,302400.0,364600.0,62200.0,117000.0,179200.0,43.685251,-70.290903
150 C005001,26 Adelaide St,57900.0,332200.0,390100.0,62000.0,179500.0,241500.0,43.685345,-70.290575
